0.7149720406395211 0.9597280197421963 0.6361345199653461 0.8505683757318001 0.5148460266204615 0.6565067863799848 0.3935575332755769 0.4563807723609252 0.24801134126171542 0.2380614843401329 0.09640072458060966 0.0015489223176079515 -0.055209892100496094 -0.18038381769971895 -0.2614003307867999 -0.313801160379092 -0.4979128928093249 -0.392638681053267 -0.7344254548318498 -0.36838098238429007 -0.8375206741750018 -0.18038381769971895 -0.7344254548318498 -0.016644351684124738 -0.5706859888162557 0.06219316899005025 -0.38268882413168454 0.0743220183245387 -0.21288493344884607 0.02580662098658487 0.011498779239190439 -0.06515974902207858 0.33897771127037885 -0.22283479037042855 0.5876191226273922 -0.3501877083825574 0.7998739859809404 -0.44721850305846506 0.9999999999999999 -0.5381848730671285 1,0,0,0,0
0.5746757823512827 0.8324111925570906 0.4854102058077248 0.7168910346771921 0.39089371299689873 0.5541126303918805 0.24911897378065964 0.33357414716661976 0.1598533972371017 0.14979207781223577 0.04433323935720319 -0.054993656611220694 -0.10269241612630402 -0.26503030730194527 -0.2969763180152242 -0.3490449675782351 -0.5070129687059488 -0.40680504651818433 -0.696045954327601 -0.30703763744009016 -0.7275514519312096 -0.14951014942204677 -0.6855441217930647 0.02377008739780102 -0.5280166337750213 0.10253383140682273 -0.3599873132224416 0.11828658020862708 -0.06593600225542721 0.09203199887228651 0.1598533972371017 -0.002484493938539553 0.3751409641950944 -0.13900831688751053 0.5746757823512827 -0.23352480969833658 0.8109670143783478 -0.3332922187764308 1.0 -0.4225577953199887 1,0,0,0,0
0.7404360882621752 0.9149366758062407 0.6291944118031075 0.7789746268007135 0.5117726422074249 0.5997519258388821 0.357270313792053 0.34018801410105737 0.22130826478652577 0.11770466118292189 0.09152630891761337 -0.10477869173521362 -0.056795926361143625 -0.29636157897027476 -0.2545589067328196 -0.432323627975802 -0.49558253906079974 -0.49412455934195076 -0.7366061713887799 -0.44468381424903175 -0.8231274753013881 -0.25310092701397063 -0.8107672890281584 -0.08005831918875411 -0.7118857988423204 0.08062410236323264 -0.48322235278757 0.15478522000261113 -0.14331723027375187 0.15478522000261113 0.15332724028376213 0.07444400922661776 0.37581059320189764 -0.01207729468599049 0.6168342255298778 -0.11095878487182849 0.8269573921747835 -0.23456064760412598 1.0 -0.39524306915611274 1,0,0,0,0
0.7275872138733519 1.0 0.573151829638116 0.8208549542871263 0.46195835298874605 0.6231776624660242 0.33841004560055726 0.40696812453669384 0.2333939843205968 0.20929083271559176 0.1222005076712269 0.005436125525080279 -0.007525215086371326 -0.19224116629602178 -0.1619605993216073 -0.3590313812700766 -0.3658153065121188 -0.4825796886582654 -0.606734505919087 -0.5134667655053126 -0.693218321090819 -0.3096120583148011 -0.693218321090819 -0.09340252038547074 -0.5573151829638114 0.10427477143563131 -0.3781701372509377 0.15987150976031625 -0.18667026079924506 0.1536940943909068 0.0604263539771325 0.06721027921917468 0.19632949210414016 -0.06251544353842355 0.4743131837275649 -0.2416604892512973 0.6905227216568953 -0.3590313812700766 0.9005548442168162 -0.5011119347664937 1,0,0,0,0
0.6555772994129158 0.9660795825179385 0.5235485975212002 0.8283105022831049 0.40300065231572074 0.6446183953033267 0.31115459882583163 0.47240704500978453 0.19060665362035217 0.22557077625570754 0.09876060013046306 -0.02700587084148752 0.0011741682974558798 -0.17051532941943925 -0.11937377690802357 -0.32550554468362713 -0.3260273972602741 -0.43457273320287043 -0.5384213959556426 -0.4460534898891066 -0.733594259621657 -0.314024787997391 -0.7680365296803654 -0.08440965427266821 -0.6761904761904763 0.09928245270711002 -0.5154598825831703 0.1394651011089365 -0.29732550554468373 0.11650358773646421 0.029876060013046227 -0.00978473581213331 0.2824527071102413 -0.1819960861056754 0.5178082191780822 -0.31976516634050905 0.7761252446183953 -0.43457273320287043 1.0 -0.5264187866927595 1,0,0,0,0
0.6396018458487472 0.8863506349872239 0.5194691277983295 0.6975706494794248 0.4393806490980512 0.5259524808359711 0.32496853666908204 0.3028488615994813 0.2506006635902521 0.06258342549864611 0.1304679455398345 -0.14335837687349834 -0.01254719499637692 -0.3092559398955036 -0.22993020861141827 -0.4122268410815758 -0.43587201098356276 -0.42366805232447274 -0.6646962358415011 -0.30353533427405516 -0.7333435032988825 -0.08615232065901378 -0.6990198695701918 0.07402463674154303 -0.5731665458983257 0.16555432668471834 -0.401548377254872 0.20559856603485754 -0.24709202547576367 0.18843674917051217 -0.018267800617825375 0.05686281987719765 0.30208611418328823 -0.12619656000915297 0.5480721559055719 -0.2692117005453644 0.7768963807635102 -0.3779032073528851 1.0 -0.45227108043171504 1,0,0,0,0
0.6657975865410024 0.9205848674359202 0.5452655685721836 0.7726592090196426 0.3863824539769224 0.5535100854399719 0.2932440764555624 0.36175460230776024 0.18366951466572712 0.1699991191755485 0.05765876860741653 -0.010798907777679731 -0.04095833700343522 -0.1970756628203997 -0.1505328987932705 -0.3395225931471856 -0.3094160133885317 -0.41074605831057853 -0.5066502246102352 -0.4271822425790538 -0.649097154937021 -0.3559587774156609 -0.6929269796529551 -0.17516075046243265 -0.6710120672949881 -0.010798907777679731 -0.5614375055051528 0.10425438210164732 -0.36968202237294107 0.12069056637012261 -0.07930943362987758 0.11521183828063085 0.33159517308200476 -0.03271382013564679 0.6219677618250683 -0.1696820223729409 0.8192019730467718 -0.2737778560732844 1.0 -0.37239496168413616 1,0,0,0,0
0.4772961365897941 0.9999999999999999 0.4089837817077215 0.8476109006476842 0.3249070372374783 0.6584382255896369 0.2565946823554057 0.4640107540021996 0.18302753094394292 0.27483807894415246 0.11471517606187033 0.09092020041549548 0.030638431591627144 -0.0929976781131615 -0.06394790593739644 -0.2664059635830381 -0.17429863305459062 -0.3925210802884028 -0.35296171505385737 -0.4608334351704754 -0.5000960178767829 -0.40828546987657344 -0.5736631692882458 -0.2716607601124283 -0.5421343901119046 -0.1087620677013321 -0.46331244217105155 0.01735304900403269 -0.3004137497599554 0.027862642062813088 -0.05869310940800624 0.012098252474642489 0.1725179378851625 -0.07197849199560069 0.3616906129432097 -0.1718196260540145 0.5718824741188177 -0.27691555664181844 0.766309945706255 -0.35048270805328124 1,0,0,0,0
0.6443730223157337 1.0 0.5531220490051524 0.8276370504133463 0.4770795712463346 0.6552741008266928 0.38582859793575325 0.4778416527227846 0.2996471231424265 0.3105482016533855 0.20839614983184512 0.1432547505839864 0.10700617948675477 -0.024038700485412706 -0.004522787892844638 -0.18119315452030277 -0.14646874637597115 -0.3079306174516657 -0.32897069299713383 -0.38904259372773803 -0.5114726396182965 -0.378903596693229 -0.5824456188598597 -0.2166796441410844 -0.5621676247908417 -0.029108199002667225 -0.39487417372144257 0.06721227282516862 -0.1920942330312618 0.07228177134242314 5.467106244098801E-4 0.01651728765262344 0.18304865724557254 -0.07980318417521241 0.31485561869419 -0.1862626530375573 0.4821490697635891 -0.28258312486539316 0.6646510163847518 -0.3636951011414654 1,0,0,0,0
0.5608485869648466 0.9946005973807154 0.49065635291414583 0.8380179214214598 0.3988665083863064 0.686834648081489 0.3286742743356056 0.5302519721222334 0.2530826376656201 0.35747108830512375 0.1504939878992113 0.2170866202037222 0.09649996170636457 0.04970513900589728 0.015508922417094442 -0.11767634219192764 -0.08707972734931438 -0.2688596155318985 -0.20046718235429256 -0.40384468101401544 -0.37324806617140216 -0.4416404993490081 -0.5298307421306577 -0.344451252201884 -0.5568277552270811 -0.16087156314620504 -0.4866355211763803 -0.06908171861836557 -0.33005284521712475 -0.031285900283372844 -0.1896683771157232 -0.031285900283372844 0.03170713027494847 -0.13927395266906634 0.2530826376656201 -0.24726200505475984 0.4150647162441604 -0.360649460059738 0.5770467948227006 -0.4524393045875775 1,0,0,0,0
